"","Subject","MD5","TrialType","Number","Element","Experiment","Item","Question","Response","null","RT"
"12413",1606938785,"e7a76ee9da40ca6a4b02992b897aab3d","Form",3,0,"debrief","NULL","debrief4","the most boring would be the street%2C the most interesting would be the christmas lights currently up.","",NA
"12414",1606938785,"e7a76ee9da40ca6a4b02992b897aab3d","Form",3,0,"debrief","NULL","debrief5","None","",NA
"12415",1606938785,"e7a76ee9da40ca6a4b02992b897aab3d","Form",3,0,"debrief","NULL","prolificID","5f403530edd4d214a0dbdd75","",NA
"12602",1606938790,"f8b7b14e2f055ed0696b812782efc93f","Form",3,0,"debrief","NULL","debrief1","Yes","",NA
"12603",1606938790,"f8b7b14e2f055ed0696b812782efc93f","Form",3,0,"debrief","NULL","debrief3","Nothing","",NA
"12604",1606938790,"f8b7b14e2f055ed0696b812782efc93f","Form",3,0,"debrief","NULL","debrief4","The most interesting thing would be the people I saw and the most boring thing would be the other cars. ","",NA
"12605",1606938790,"f8b7b14e2f055ed0696b812782efc93f","Form",3,0,"debrief","NULL","debrief5","No","",NA
"12606",1606938790,"f8b7b14e2f055ed0696b812782efc93f","Form",3,0,"debrief","NULL","prolificID","5f026997b69f9e3f97e1e7d4","",NA
"12793",1606938790,"cc35e5c84c88bb97fd6a2a4e69b03676","Form",3,0,"debrief","NULL","debrief1","the ones ending with a preposition","",NA
"12794",1606938790,"cc35e5c84c88bb97fd6a2a4e69b03676","Form",3,0,"debrief","NULL","debrief3","somewhat awkward with all the prepositions","",NA
"12795",1606938790,"cc35e5c84c88bb97fd6a2a4e69b03676","Form",3,0,"debrief","NULL","debrief4","Boring sidewalk. Interesting clouds.","",NA
"12796",1606938790,"cc35e5c84c88bb97fd6a2a4e69b03676","Form",3,0,"debrief","NULL","debrief5","no","",NA
"12797",1606938790,"cc35e5c84c88bb97fd6a2a4e69b03676","Form",3,0,"debrief","NULL","prolificID","5a87bd4aaa46dd00016bb9a8","",NA
"12984",1606938941,"38f4191ec44af1de44f0c2d3dbbb45df","Form",3,0,"debrief","NULL","debrief1","They all seemed grammatically correct.","",NA
"12985",1606938941,"38f4191ec44af1de44f0c2d3dbbb45df","Form",3,0,"debrief","NULL","debrief3","They seemed to have a similar meaning%2C like giving something to someone to showing something/someone to someone.","",NA
"12986",1606938941,"38f4191ec44af1de44f0c2d3dbbb45df","Form",3,0,"debrief","NULL","debrief4","The most boring thing I would see walking to the store is an empty dirt lot%2C the most interesting thing I would see is the house that is always decorated for the next holiday.","",NA
"12987",1606938941,"38f4191ec44af1de44f0c2d3dbbb45df","Form",3,0,"debrief","NULL","debrief5","No difficulties%2C everything worked perfect and went smoothly.","",NA
"12988",1606938941,"38f4191ec44af1de44f0c2d3dbbb45df","Form",3,0,"debrief","NULL","prolificID","5e45ebd018bf820d2cb9ebab","",NA
"13175",1606938956,"a45ed6eb9889ae58977f165d9c7b12ed","Form",3,0,"debrief","NULL","debrief1","I noticed a few typos%2C but everything seemed grammatically correct.","",NA
"13176",1606938956,"a45ed6eb9889ae58977f165d9c7b12ed","Form",3,0,"debrief","NULL","debrief3","Nothing%2C really.","",NA
"13177",1606938956,"a45ed6eb9889ae58977f165d9c7b12ed","Form",3,0,"debrief","NULL","debrief4","The most boring thing would be the nearby (closed) steel mill - a rusting hulk.  The most interesting thing would be a view of the bay from a bridge - a good way to check the tide and wave height.  ","",NA
"13178",1606938956,"a45ed6eb9889ae58977f165d9c7b12ed","Form",3,0,"debrief","NULL","debrief5","No.","",NA
"13179",1606938956,"a45ed6eb9889ae58977f165d9c7b12ed","Form",3,0,"debrief","NULL","prolificID","5ede22703409e1042973a050","",NA
"13366",1606939016,"57efadb6de7a44cdf3cc6abfd6442900","Form",3,0,"debrief","NULL","debrief1","No","",NA
"13367",1606939016,"57efadb6de7a44cdf3cc6abfd6442900","Form",3,0,"debrief","NULL","debrief3","They were tricky. It was fast paced%2C and the fact you couldn't read over the sentence again was a challenge. Some sounded grammatically correct while others sounded casually used in real life.","",NA
"13368",1606939016,"57efadb6de7a44cdf3cc6abfd6442900","Form",3,0,"debrief","NULL","debrief4","The most boring thing I would see is empty houses I pass everyday. The most interesting thing I would see if how many leaves are on the ground this time of year.","",NA
"13369",1606939016,"57efadb6de7a44cdf3cc6abfd6442900","Form",3,0,"debrief","NULL","debrief5","No","",NA
"13370",1606939016,"57efadb6de7a44cdf3cc6abfd6442900","Form",3,0,"debrief","NULL","prolificID","5fa464bb225c350ceaa9267f","",NA
"13557",1606939027,"fd0438fb998b83b5802457af1d9538d1","Form",3,0,"debrief","NULL","debrief1","Some felt like there was more to the sentence","",NA
"13558",1606939027,"fd0438fb998b83b5802457af1d9538d1","Form",3,0,"debrief","NULL","debrief3","It seemed to be centered on using the word to","",NA
"13559",1606939027,"fd0438fb998b83b5802457af1d9538d1","Form",3,0,"debrief","NULL","debrief4","On my way to the grocery store to my home%2C I would see a beautifully decorated house with Christmas lights%2C and a boring intersection.","",NA
"13560",1606939027,"fd0438fb998b83b5802457af1d9538d1","Form",3,0,"debrief","NULL","debrief5","None","",NA
"13561",1606939027,"fd0438fb998b83b5802457af1d9538d1","Form",3,0,"debrief","NULL","prolificID","5f19b9320c1b93028cd6b1a8","",NA
"13748",1606939065,"d4ed8a1e900cac41ac1b0fad6ebca7d5","Form",3,0,"debrief","NULL","debrief1","Yes","",NA
"13749",1606939065,"d4ed8a1e900cac41ac1b0fad6ebca7d5","Form",3,0,"debrief","NULL","debrief3","You didn't want me to use the preposition too but it's okay to end a sentence with a preposition if it makes sense. It's not necessary to make the sentence sound awkward and unnatural just to avoid a preposition.%0A","",NA
"13750",1606939065,"d4ed8a1e900cac41ac1b0fad6ebca7d5","Form",3,0,"debrief","NULL","debrief4","Most boring thing is the road signs. Least boring thing is the trees.","",NA
"13751",1606939065,"d4ed8a1e900cac41ac1b0fad6ebca7d5","Form",3,0,"debrief","NULL","debrief5","No%2C it seemed straightforward.","",NA
"13752",1606939065,"d4ed8a1e900cac41ac1b0fad6ebca7d5","Form",3,0,"debrief","NULL","prolificID","5e8a58d79ea8e36fea30884b","",NA
"13939",1606939090,"b21773e6e87c5f830dc5c2d64db90c27","Form",3,0,"debrief","NULL","debrief1","the ones that tried to end with to","",NA
"13940",1606939090,"b21773e6e87c5f830dc5c2d64db90c27","Form",3,0,"debrief","NULL","debrief3","tried to make me end with to","",NA
"13941",1606939090,"b21773e6e87c5f830dc5c2d64db90c27","Form",3,0,"debrief","NULL","debrief4","most boring is the cars that I see. Least boring is the beautiful trees and the way that they change color depending on the season.","",NA
"13942",1606939090,"b21773e6e87c5f830dc5c2d64db90c27","Form",3,0,"debrief","NULL","debrief5","none%2C except I wanted to go quicly and it made my head spin","",NA
"13943",1606939090,"b21773e6e87c5f830dc5c2d64db90c27","Form",3,0,"debrief","NULL","prolificID","5a5d0554ac562400015402dd","",NA
"14130",1606939123,"332c4ad856358ab0f5b6187d29f7762b","Form",3,0,"debrief","NULL","debrief1","The ones that ended in to%2C I was taught not to end a sentence with a preposition%2C but the sentence didn't make sense to me without the to either.","",NA
"14131",1606939123,"332c4ad856358ab0f5b6187d29f7762b","Form",3,0,"debrief","NULL","debrief3","All structured the same%2C multiple possible objects%2C could be confusing which direction the action was happening.","",NA
"14132",1606939123,"332c4ad856358ab0f5b6187d29f7762b","Form",3,0,"debrief","NULL","debrief4","The most boring thing I would see would be the pavement%2C which is mundane and the same everywhere. The most interesting thing would be the variety of people and especially the dogs they would be walking.","",NA
"14133",1606939123,"332c4ad856358ab0f5b6187d29f7762b","Form",3,0,"debrief","NULL","debrief5","No","",NA
"14134",1606939123,"332c4ad856358ab0f5b6187d29f7762b","Form",3,0,"debrief","NULL","prolificID","5f52afc954863a5bd06a1665","",NA
"14321",1606939193,"8aaf7c5c8a7f17e8996d4a3747f81fdd","Form",3,0,"debrief","NULL","debrief1","I think so","",NA
"14322",1606939193,"8aaf7c5c8a7f17e8996d4a3747f81fdd","Form",3,0,"debrief","NULL","debrief3","There were really only two types of sentences that I was being asked about.","",NA
"14323",1606939193,"8aaf7c5c8a7f17e8996d4a3747f81fdd","Form",3,0,"debrief","NULL","debrief4","Grass would be the most boring thing%2C the most interesting would be the large powerline towers.","",NA
"14324",1606939193,"8aaf7c5c8a7f17e8996d4a3747f81fdd","Form",3,0,"debrief","NULL","debrief5","No","",NA
"14325",1606939193,"8aaf7c5c8a7f17e8996d4a3747f81fdd","Form",3,0,"debrief","NULL","prolificID","5f1fa36dfccd211be47f570c","",NA
"14512",1606939216,"fa4964e936837e148a8e5c2a148f8629","Form",3,0,"debrief","NULL","debrief1","Yes%2C I believe that all of the sentence completions were grammatically correct.","",NA
"14513",1606939216,"fa4964e936837e148a8e5c2a148f8629","Form",3,0,"debrief","NULL","debrief3","I noticed that some had a 'to' and some omitted the 'to%2C' but both made sense (some just sounded better in certain situations).","",NA
"14514",1606939216,"fa4964e936837e148a8e5c2a148f8629","Form",3,0,"debrief","NULL","debrief4","The most boring thing that I'd see is the usual cars and houses. The most interesting thing I'd see is a cute dog%2C or the new white modern house that doesn't fit in the neighborhood.","",NA
"14515",1606939216,"fa4964e936837e148a8e5c2a148f8629","Form",3,0,"debrief","NULL","debrief5","Nope!","",NA
"14516",1606939216,"fa4964e936837e148a8e5c2a148f8629","Form",3,0,"debrief","NULL","prolificID","5ecd4a95fef6f207d2602519","",NA
"14703",1606939250,"90ffb32c83bf399c68a6b1e212420932","Form",3,0,"debrief","NULL","debrief1","They seemed grammatically correct to me","",NA
"14704",1606939250,"90ffb32c83bf399c68a6b1e212420932","Form",3,0,"debrief","NULL","debrief3","Both options seemed correct","",NA
"14705",1606939250,"90ffb32c83bf399c68a6b1e212420932","Form",3,0,"debrief","NULL","debrief4","The most boring thing I saw would be the condiments section%2C and the most interesting section would be the alcohol section. That part seems to bring out the most interesting people","",NA
"14706",1606939250,"90ffb32c83bf399c68a6b1e212420932","Form",3,0,"debrief","NULL","debrief5","No difficulties on my end","",NA
"14707",1606939250,"90ffb32c83bf399c68a6b1e212420932","Form",3,0,"debrief","NULL","prolificID","5d184b040a274600013f7107","",NA
"14894",1606939348,"b0ff9850cf9da1b2083a0a33c3cacba5","Form",3,0,"debrief","NULL","debrief1","There were some cases where some sentences would sound stifled if produced one way over the other.%0AIn general I feel as if one or more inanimate object is present we should probably use the the A the B sentence structure%2C although this isn't the case all the time.","",NA
"14895",1606939348,"b0ff9850cf9da1b2083a0a33c3cacba5","Form",3,0,"debrief","NULL","debrief3","Several sentences were phrased as such:%0Athe A the B%0AA to the B%0AA the B to","",NA
"14896",1606939348,"b0ff9850cf9da1b2083a0a33c3cacba5","Form",3,0,"debrief","NULL","debrief4","Walking along the side of the road towards the grocery store there isn't much to see. I would have my headphones on%2C listening to music as I usually do. Perhaps I would see a woman walking her dog%2C which would be the most interesting part of my walk. I'd kneel down to pet it and exchange pleasantries. The most boring thing I would see would definitely be the drab landscape%2C bitten by the winter's cold. ","",NA
"14897",1606939348,"b0ff9850cf9da1b2083a0a33c3cacba5","Form",3,0,"debrief","NULL","debrief5","Not at all.","",NA
"14898",1606939348,"b0ff9850cf9da1b2083a0a33c3cacba5","Form",3,0,"debrief","NULL","prolificID","5f834ed4ec89344b7df15bbd","",NA
"15085",1606939480,"1f94378d7a00139689548380f7513f81","Form",3,0,"debrief","NULL","debrief1","all correct","",NA
"15086",1606939480,"1f94378d7a00139689548380f7513f81","Form",3,0,"debrief","NULL","debrief3","the options either did or didn't contain to","",NA
"15087",1606939480,"1f94378d7a00139689548380f7513f81","Form",3,0,"debrief","NULL","debrief4","The most interesting thing I saw was a person walking their for%2C while the most boring thing was a cloud","",NA
"15088",1606939480,"1f94378d7a00139689548380f7513f81","Form",3,0,"debrief","NULL","debrief5","no","",NA
"15089",1606939480,"1f94378d7a00139689548380f7513f81","Form",3,0,"debrief","NULL","prolificID","5e4ef4b624196533f5056604","",NA
"15276",1606939497,"b77be5ce92ebcaa60522eb28033569e1","Form",3,0,"debrief","NULL","debrief1","All the sentences were grammatically correct.","",NA
"15277",1606939497,"b77be5ce92ebcaa60522eb28033569e1","Form",3,0,"debrief","NULL","debrief3","Seemed to be small syntax differences in the phrases used to complete the sentences.","",NA
"15278",1606939497,"b77be5ce92ebcaa60522eb28033569e1","Form",3,0,"debrief","NULL","debrief4","The road is most boring. There's a big paper mill that is probably most interesting. It's a pretty short and boring drive in general.","",NA
"15279",1606939497,"b77be5ce92ebcaa60522eb28033569e1","Form",3,0,"debrief","NULL","debrief5","No","",NA
"15280",1606939497,"b77be5ce92ebcaa60522eb28033569e1","Form",3,0,"debrief","NULL","prolificID","5fa1131022eb5a19d3c2c800","",NA
"15467",1606939502,"b1ae1f7aeba38a15ef3a7745d87a3df9","Form",3,0,"debrief","NULL","debrief1","Yes a couple but I honestly don't remember the specific sentences as they all went so fast.","",NA
"15468",1606939502,"b1ae1f7aeba38a15ef3a7745d87a3df9","Form",3,0,"debrief","NULL","debrief3","That it seemed a choice of whether a sentence sounded better if it contained a preposition.","",NA
"15469",1606939502,"b1ae1f7aeba38a15ef3a7745d87a3df9","Form",3,0,"debrief","NULL","debrief4","I think the most boring things I would see on my trip to the grocery store would be the traffic lights as they signify sitting and waiting. The most interesting things I would see on my path would probably be the different shops and scenery along the way.","",NA
"15470",1606939502,"b1ae1f7aeba38a15ef3a7745d87a3df9","Form",3,0,"debrief","NULL","debrief5","No.","",NA
"15471",1606939502,"b1ae1f7aeba38a15ef3a7745d87a3df9","Form",3,0,"debrief","NULL","prolificID","5eadae0b3f7462085e40109c","",NA
"15658",1606939516,"c7694fb281fd7d21450fb7e412c842df","Form",3,0,"debrief","NULL","debrief1","I felt some of them were grammatically incorrect%2C but those same ones appealed to me anyway. The sentences ending in prepositions%2C for instance. ","",NA
"15659",1606939516,"c7694fb281fd7d21450fb7e412c842df","Form",3,0,"debrief","NULL","debrief3","Use of to.","",NA
"15660",1606939516,"c7694fb281fd7d21450fb7e412c842df","Form",3,0,"debrief","NULL","debrief4","I walk down the street toward the grocery store. Ahead on the sidewalk%2C I see what looks to be a pile of dog poop. Ugh. Gross%2C but boring. But what is this? As I get closer%2C I see that someone has planted a tiny flag in the poop. The flag displays Donald Trump's face. Interesting! ;)","",NA
"15661",1606939516,"c7694fb281fd7d21450fb7e412c842df","Form",3,0,"debrief","NULL","debrief5","No. ","",NA
"15662",1606939516,"c7694fb281fd7d21450fb7e412c842df","Form",3,0,"debrief","NULL","prolificID","5d0e675f9193b80015e7f7ee","",NA
"15849",1606939524,"6aae6cae3cc3ec4f56a24537ebf51176","Form",3,0,"debrief","NULL","debrief1","yes","",NA
"15850",1606939524,"6aae6cae3cc3ec4f56a24537ebf51176","Form",3,0,"debrief","NULL","debrief3","Most of the time they both seemed grammatically correct and same meaning%2C sometimes the meaning seemed different%2C but not sure","",NA
"15851",1606939524,"6aae6cae3cc3ec4f56a24537ebf51176","Form",3,0,"debrief","NULL","debrief4","Lots of boring%2C weedy grass.  Some nice%2C interesting houses and neighborhood or retaining walls.","",NA
"15852",1606939524,"6aae6cae3cc3ec4f56a24537ebf51176","Form",3,0,"debrief","NULL","debrief5","no","",NA
"15853",1606939524,"6aae6cae3cc3ec4f56a24537ebf51176","Form",3,0,"debrief","NULL","prolificID","5dd385759b610437592be0dc","",NA
"16040",1606939566,"7aa7aed4a76dfb86eeb1f48b8ebb15fc","Form",3,0,"debrief","NULL","debrief1","No%2C not all grammatically correct.  I don't believe you are suppose to end a sentence with to but I think I selected some choices that did end in to. For some reason%2C they sounded better.","",NA
"16041",1606939566,"7aa7aed4a76dfb86eeb1f48b8ebb15fc","Form",3,0,"debrief","NULL","debrief3","Many of the sentences seemed similar%2C just the nouns and the verbs might have been different.","",NA
"16042",1606939566,"7aa7aed4a76dfb86eeb1f48b8ebb15fc","Form",3,0,"debrief","NULL","debrief4","The most boring thing while driving to the grocery store would be if I got stuck in traffic.  %0AWhile driving to the grocery store%2C one of the most interesting things I could see would be if everyone was out putting up Christmas decorations at the same time.","",NA
"16043",1606939566,"7aa7aed4a76dfb86eeb1f48b8ebb15fc","Form",3,0,"debrief","NULL","debrief5","No","",NA
"16044",1606939566,"7aa7aed4a76dfb86eeb1f48b8ebb15fc","Form",3,0,"debrief","NULL","prolificID","5db2015c490e3d0009c4dc5e","",NA
"16231",1606939681,"c6850b40714e27a51ced04d16dc8a1d5","Form",3,0,"debrief","NULL","debrief1","I didn't notice any grammatical correctness one way or the other. ","",NA
"16232",1606939681,"c6850b40714e27a51ced04d16dc8a1d5","Form",3,0,"debrief","NULL","debrief3","The beginning of each sentence was repetitive. They seemed to either begin with I saw or I remembered.","",NA
"16233",1606939681,"c6850b40714e27a51ced04d16dc8a1d5","Form",3,0,"debrief","NULL","debrief4","The most boring thing I would see is the dirty that collects in the gutter on the side of the road. The most interesting thing I would see is is the old cobble stones that paved the original road through the town; they are revealed when the potholes are deep enough. ","",NA
"16234",1606939681,"c6850b40714e27a51ced04d16dc8a1d5","Form",3,0,"debrief","NULL","debrief5","The way the words flashed on the screen was rather stunted and distracting. Natural reading is much smoother than the way the words flashed. This made it hard to concentrate on the sentence itself.","",NA
"16235",1606939681,"c6850b40714e27a51ced04d16dc8a1d5","Form",3,0,"debrief","NULL","prolificID","5cad4750f4115800176d506e","",NA
"16422",1606939751,"4a21e06b9c7aa0b330ebec8c07bdfa46","Form",3,0,"debrief","NULL","debrief1","All sentences that ended with the word TO were incorrect.","",NA
"16423",1606939751,"4a21e06b9c7aa0b330ebec8c07bdfa46","Form",3,0,"debrief","NULL","debrief3","The presence%2C absence or placement of the word TO stood out.","",NA
"16424",1606939751,"4a21e06b9c7aa0b330ebec8c07bdfa46","Form",3,0,"debrief","NULL","debrief4","The most boring thing I would see would be potholes%2C while the most interesting thing would be flowers.","",NA
"16425",1606939751,"4a21e06b9c7aa0b330ebec8c07bdfa46","Form",3,0,"debrief","NULL","debrief5","I did not.","",NA
"16426",1606939751,"4a21e06b9c7aa0b330ebec8c07bdfa46","Form",3,0,"debrief","NULL","prolificID","5e1ce60964b30e000cb79c1a","",NA
"16613",1606939768,"f419e3ff7b176f31dca9a6c891d289a3","Form",3,0,"debrief","NULL","debrief1","Yes%2C there were a few that may have sounded a little off but I didn't have much time to think about a particular one","",NA
"16614",1606939768,"f419e3ff7b176f31dca9a6c891d289a3","Form",3,0,"debrief","NULL","debrief3","They were all very simple","",NA
"16615",1606939768,"f419e3ff7b176f31dca9a6c891d289a3","Form",3,0,"debrief","NULL","debrief4","The most boring thing is the empty field that has been for sale for 10+ years. The most exciting would probably be the local Jewish center%2C as it is a very pretty building!","",NA
"16616",1606939768,"f419e3ff7b176f31dca9a6c891d289a3","Form",3,0,"debrief","NULL","debrief5","None%2C it was very straightforward!","",NA
"16617",1606939768,"f419e3ff7b176f31dca9a6c891d289a3","Form",3,0,"debrief","NULL","prolificID","5f46dbd3b7e5b30b4076e893","",NA
"16804",1606939783,"f88326068df24d359a1e5dc2810f3785","Form",3,0,"debrief","NULL","debrief1","Yes%2C with at least one of the answers.","",NA
"16805",1606939783,"f88326068df24d359a1e5dc2810f3785","Form",3,0,"debrief","NULL","debrief3","Nothing.","",NA
"16806",1606939783,"f88326068df24d359a1e5dc2810f3785","Form",3,0,"debrief","NULL","debrief4","The most boring I would see is the mostly empty streets. The most interesting thing I would see is the wildlife along the way.","",NA
"16807",1606939783,"f88326068df24d359a1e5dc2810f3785","Form",3,0,"debrief","NULL","debrief5","No.","",NA
"16808",1606939783,"f88326068df24d359a1e5dc2810f3785","Form",3,0,"debrief","NULL","prolificID","5edbd55ddc4bc508d77f8e41","",NA
"16995",1606939812,"c71537a82db5f84033dc031ebb71e4cd","Form",3,0,"debrief","NULL","debrief1","Most felt correct; some I glanced over quickly%2C but could not recall a particular example.","",NA
"16996",1606939812,"c71537a82db5f84033dc031ebb71e4cd","Form",3,0,"debrief","NULL","debrief3","The majority of sentences could allow both options to be used.","",NA
"16997",1606939812,"c71537a82db5f84033dc031ebb71e4cd","Form",3,0,"debrief","NULL","debrief4","Old fences%2C debris on side of road%2C traffic signs. ","",NA
"16998",1606939812,"c71537a82db5f84033dc031ebb71e4cd","Form",3,0,"debrief","NULL","debrief5","N/A","",NA
"16999",1606939812,"c71537a82db5f84033dc031ebb71e4cd","Form",3,0,"debrief","NULL","prolificID","5ea1afbb8809ad07b7582ec0","",NA
"17186",1606939883,"62013fafefe5737cfcc232c2b7fb3f2b","Form",3,0,"debrief","NULL","debrief1","Yes.","",NA
"17187",1606939883,"62013fafefe5737cfcc232c2b7fb3f2b","Form",3,0,"debrief","NULL","debrief3","None.","",NA
"17188",1606939883,"62013fafefe5737cfcc232c2b7fb3f2b","Form",3,0,"debrief","NULL","debrief4","I have not found anything interesting or boring things to describe.","",NA
"17189",1606939883,"62013fafefe5737cfcc232c2b7fb3f2b","Form",3,0,"debrief","NULL","debrief5","No.","",NA
"17190",1606939883,"62013fafefe5737cfcc232c2b7fb3f2b","Form",3,0,"debrief","NULL","prolificID","5c6d590ca190e0000103ec5f","",NA
"17377",1606940037,"9e6147ff92be39f806a0834a9dde68ba","Form",3,0,"debrief","NULL","debrief1","Some seemed strange and disjointed but made sense - if I could see a list of them all again it'd be easier to select questionable ones","",NA
"17378",1606940037,"9e6147ff92be39f806a0834a9dde68ba","Form",3,0,"debrief","NULL","debrief3","Phrasing seemed drawn out on some of them","",NA
"17379",1606940037,"9e6147ff92be39f806a0834a9dde68ba","Form",3,0,"debrief","NULL","debrief4","The walk through the massive parking lot is dull%2C but I enjoy walking by the dog park before I get there.","",NA
"17380",1606940037,"9e6147ff92be39f806a0834a9dde68ba","Form",3,0,"debrief","NULL","debrief5","No issues","",NA
"17381",1606940037,"9e6147ff92be39f806a0834a9dde68ba","Form",3,0,"debrief","NULL","prolificID","5d277c0e28429200011c4fda","",NA
"17568",1606940098,"85f799763a2c8ec4f51c8823ad549d38","Form",3,0,"debrief","NULL","debrief1","I found myself selecting sentences that I knew were grammatically incorrect as the most correct-sounding to my ear.","",NA
"17569",1606940098,"85f799763a2c8ec4f51c8823ad549d38","Form",3,0,"debrief","NULL","debrief3","I had never considered whether I put the object of the action or the recipient of the transitive action first so much (gave him the ball vs. gave the ball to him).","",NA
"17570",1606940098,"85f799763a2c8ec4f51c8823ad549d38","Form",3,0,"debrief","NULL","debrief4","If I were to walk to the grocery store%2C the most boring thing I'd see would be the bare rental property on the corner%2C and the most interesting thing I'd pass would be the stream the road crosses over on the way.","",NA
"17571",1606940098,"85f799763a2c8ec4f51c8823ad549d38","Form",3,0,"debrief","NULL","debrief5","No.","",NA
"17572",1606940098,"85f799763a2c8ec4f51c8823ad549d38","Form",3,0,"debrief","NULL","prolificID","5eebdc54d539de1933542f6e","",NA
"17759",1606940384,"8f9ed8fb1151fb9872a4bb91c8b32c7c","Form",3,0,"debrief","NULL","debrief1","All seemed to be grammatically correct%2C some of them were slightly awkward.","",NA
"17760",1606940384,"8f9ed8fb1151fb9872a4bb91c8b32c7c","Form",3,0,"debrief","NULL","debrief3","The repetition of I saw/watched/remembered/heard.","",NA
"17761",1606940384,"8f9ed8fb1151fb9872a4bb91c8b32c7c","Form",3,0,"debrief","NULL","debrief4","The most boring thing I would see along the way is the same cavalcade of ugly people in ugly clothes. The most interesting is probably the same. ","",NA
"17762",1606940384,"8f9ed8fb1151fb9872a4bb91c8b32c7c","Form",3,0,"debrief","NULL","debrief5","No difficulties","",NA
"17763",1606940384,"8f9ed8fb1151fb9872a4bb91c8b32c7c","Form",3,0,"debrief","NULL","prolificID","599b15bcd0bcd10001dd92d8","",NA
"17950",1606940384,"1f84ee623e6a2ed5946ed9ee3786ba3e","Form",3,0,"debrief","NULL","debrief1","no. Many ended in the preposition: to. This is not correct%2C but I often selected it because it sounded better.","",NA
"17951",1606940384,"1f84ee623e6a2ed5946ed9ee3786ba3e","Form",3,0,"debrief","NULL","debrief3","I liked the sentences structured with prepositional phrases at the end. For example: to the store.","",NA
"17952",1606940384,"1f84ee623e6a2ed5946ed9ee3786ba3e","Form",3,0,"debrief","NULL","debrief4","When walking to the store%2C I saw a very pretty cardinal. It was a male cardinal that had wings colored in brilliant red. Beside it was a female cardinal%2C which is colored in muted brown. Some may say that she is visually boring%2C but I like to look at both.","",NA
"17953",1606940384,"1f84ee623e6a2ed5946ed9ee3786ba3e","Form",3,0,"debrief","NULL","debrief5","no","",NA
"17954",1606940384,"1f84ee623e6a2ed5946ed9ee3786ba3e","Form",3,0,"debrief","NULL","prolificID","5c5deed04ee81200018ebb4a","",NA
"18141",1606942069,"295359edd23ef7676f81d04e97afea22","Form",3,0,"debrief","NULL","debrief1","they all seemed fine","",NA
"18142",1606942069,"295359edd23ef7676f81d04e97afea22","Form",3,0,"debrief","NULL","debrief3","they could be said in two ways","",NA
"18143",1606942069,"295359edd23ef7676f81d04e97afea22","Form",3,0,"debrief","NULL","debrief4","Its decatur... probably a few meth heads strung out... and boring is the road","",NA
"18144",1606942069,"295359edd23ef7676f81d04e97afea22","Form",3,0,"debrief","NULL","debrief5","no","",NA
"18145",1606942069,"295359edd23ef7676f81d04e97afea22","Form",3,0,"debrief","NULL","prolificID","5588b9e5fdf99b7f40e7f428","",NA
"18332",1606943349,"0212a7ad091c68db1ac4f661d3d15fd6","Form",3,0,"debrief","NULL","debrief1","I was taught not to end a sentence with a preposition%2C which was the case for many sentences","",NA
"18333",1606943349,"0212a7ad091c68db1ac4f661d3d15fd6","Form",3,0,"debrief","NULL","debrief3","Many were awkward","",NA
"18334",1606943349,"0212a7ad091c68db1ac4f661d3d15fd6","Form",3,0,"debrief","NULL","debrief4","The most boring thing would be the road; the most interesting thing would be the people I passed along the way","",NA
"18335",1606943349,"0212a7ad091c68db1ac4f661d3d15fd6","Form",3,0,"debrief","NULL","debrief5","NO","",NA
"18336",1606943349,"0212a7ad091c68db1ac4f661d3d15fd6","Form",3,0,"debrief","NULL","prolificID","5eb0c3f05aeb111911ad74de","",NA
